"","x"
"1",0
"2",0.663898223757001
"3",0.398338934254201
"4",0.1327796447514
"5",0.398338934254201
"6",0.1327796447514
"7",0.1327796447514
"8",0.531118579005601
"9",0.929457513259802
"10",0.2655592895028
"11",0.2655592895028
"12",0.2655592895028
"13",0
"14",0.414073516348198
"15",0.248444109808919
"16",0.0828147032696396
"17",0.248444109808919
"18",0.0828147032696396
"19",0.0828147032696396
"20",0.331258813078558
"21",0.579702922887477
"22",0.165629406539279
"23",0.165629406539279
"24",0.165629406539279
"25",0
"26",1.1406362642299
"27",0.684381758537937
"28",0.228127252845979
"29",0.684381758537937
"30",0.228127252845979
"31",0.228127252845979
"32",0.912509011383916
"33",1.59689076992185
"34",0.456254505691958
"35",0.456254505691958
"36",0.456254505691958
"37",0
"38",0.943693769467313
"39",0.566216261680388
"40",0.188738753893463
"41",0.566216261680388
"42",0.188738753893463
"43",0.188738753893463
"44",0.75495501557385
"45",1.32117127725424
"46",0.377477507786925
"47",0.377477507786925
"48",0.377477507786925
"49",0
"50",0.913260518552058
"51",0.547956311131235
"52",0.182652103710412
"53",0.547956311131235
"54",0.182652103710412
"55",0.182652103710412
"56",0.730608414841647
"57",1.27856472597288
"58",0.365304207420823
"59",0.365304207420823
"60",0.365304207420823
"61",0
"62",0.917031684146001
"63",0.550219010487601
"64",0.1834063368292
"65",0.550219010487601
"66",0.1834063368292
"67",0.1834063368292
"68",0.733625347316801
"69",1.2838443578044
"70",0.3668126736584
"71",0.3668126736584
"72",0.3668126736584
"73",0
"74",0.705354250964171
"75",0.423212550578502
"76",0.141070850192834
"77",0.423212550578502
"78",0.141070850192834
"79",0.141070850192834
"80",0.564283400771337
"81",0.987495951349839
"82",0.282141700385668
"83",0.282141700385668
"84",0.282141700385668
"85",0
"86",0.729136802107748
"87",0.437482081264648
"88",0.14582736042155
"89",0.437482081264648
"90",0.14582736042155
"91",0.14582736042155
"92",0.583309441686198
"93",1.02079152295085
"94",0.291654720843099
"95",0.291654720843099
"96",0.291654720843099
"97",0
"98",1.07011302381732
"99",0.642067814290392
"100",0.214022604763464
"101",0.642067814290392
"102",0.214022604763464
"103",0.214022604763464
"104",0.856090419053856
"105",1.49815823334425
"106",0.428045209526928
"107",0.428045209526928
"108",0.428045209526928
"109",0
"110",0.457834360643821
"111",0.274700616386293
"112",0.0915668721287643
"113",0.274700616386293
"114",0.0915668721287643
"115",0.0915668721287643
"116",0.366267488515057
"117",0.64096810490135
"118",0.183133744257529
"119",0.183133744257529
"120",0.183133744257529
"121",0
"122",0.458883397931082
"123",0.275330038758649
"124",0.0917766795862165
"125",0.275330038758649
"126",0.0917766795862165
"127",0.0917766795862165
"128",0.367106718344866
"129",0.642436757103515
"130",0.183553359172433
"131",0.183553359172433
"132",0.183553359172433
"133",0
"134",0.423175248366524
"135",0.253905149019914
"136",0.0846350496733048
"137",0.253905149019914
"138",0.0846350496733048
"139",0.0846350496733048
"140",0.338540198693219
"141",0.592445347713133
"142",0.16927009934661
"143",0.16927009934661
"144",0.16927009934661
"145",0
"146",0.434261748051263
"147",0.260557048830758
"148",0.0868523496102526
"149",0.260557048830758
"150",0.0868523496102526
"151",0.0868523496102526
"152",0.34740939844101
"153",0.607966447271768
"154",0.173704699220505
"155",0.173704699220505
"156",0.173704699220505
"157",0
"158",0.550801342692412
"159",0.330480805615447
"160",0.110160268538482
"161",0.330480805615447
"162",0.110160268538482
"163",0.110160268538482
"164",0.440641074153929
"165",0.771121879769377
"166",0.220320537076965
"167",0.220320537076965
"168",0.220320537076965
"169",0
"170",0.163254836286922
"171",0.0979529017721535
"172",0.0326509672573845
"173",0.0979529017721535
"174",0.0326509672573845
"175",0.0326509672573845
"176",0.130603869029538
"177",0.228556770801691
"178",0.065301934514769
"179",0.065301934514769
"180",0.065301934514769
"181",0
"182",0.351704176752666
"183",0.2110225060516
"184",0.0703408353505332
"185",0.2110225060516
"186",0.0703408353505332
"187",0.0703408353505332
"188",0.281363341402133
"189",0.492385847453733
"190",0.140681670701066
"191",0.140681670701066
"192",0.140681670701066
"193",0
"194",0.585303759402525
"195",0.351182255641515
"196",0.117060751880505
"197",0.351182255641515
"198",0.117060751880505
"199",0.117060751880505
"200",0.46824300752202
"201",0.819425263163535
"202",0.23412150376101
"203",0.23412150376101
"204",0.23412150376101
"205",0
"206",0.599791595608777
"207",0.359874957365266
"208",0.119958319121755
"209",0.359874957365266
"210",0.119958319121755
"211",0.119958319121755
"212",0.479833276487022
"213",0.839708233852288
"214",0.239916638243511
"215",0.239916638243511
"216",0.239916638243511
"217",0
"218",0.586608714908388
"219",0.351965228945033
"220",0.117321742981678
"221",0.351965228945033
"222",0.117321742981678
"223",0.117321742981678
"224",0.46928697192671
"225",0.821252200871743
"226",0.234643485963355
"227",0.234643485963355
"228",0.234643485963355
"229",0
"230",0.364527182034504
"231",0.218716309220702
"232",0.0729054364069008
"233",0.218716309220702
"234",0.0729054364069008
"235",0.0729054364069008
"236",0.291621745627603
"237",0.510338054848306
"238",0.145810872813802
"239",0.145810872813802
"240",0.145810872813802
"241",0
"242",0.45285130056503
"243",0.271710780339018
"244",0.0905702601130061
"245",0.271710780339018
"246",0.0905702601130061
"247",0.0905702601130061
"248",0.362281040452024
"249",0.633991820791043
"250",0.181140520226012
"251",0.181140520226012
"252",0.181140520226012
"253",0
"254",0.701157887032785
"255",0.420694732219671
"256",0.140231577406557
"257",0.420694732219671
"258",0.140231577406557
"259",0.140231577406557
"260",0.560926309626228
"261",0.981621041845899
"262",0.280463154813114
"263",0.280463154813114
"264",0.280463154813114
"265",0
"266",0.968169656269996
"267",0.580901793761998
"268",0.193633931253999
"269",0.580901793761998
"270",0.193633931253999
"271",0.193633931253999
"272",0.774535725015997
"273",1.35543751877799
"274",0.387267862507998
"275",0.387267862507998
"276",0.387267862507998
"277",0
"278",0.624302912316224
"279",0.374581747389734
"280",0.124860582463245
"281",0.374581747389734
"282",0.124860582463245
"283",0.124860582463245
"284",0.499442329852979
"285",0.874024077242714
"286",0.24972116492649
"287",0.24972116492649
"288",0.24972116492649
"289",0
"290",0.59529294015571
"291",0.357175764093426
"292",0.119058588031142
"293",0.357175764093426
"294",0.119058588031142
"295",0.119058588031142
"296",0.476234352124568
"297",0.833410116217994
"298",0.238117176062284
"299",0.238117176062284
"300",0.238117176062284
"301",0
"302",0.596808683895291
"303",0.358085210337174
"304",0.119361736779058
"305",0.358085210337174
"306",0.119361736779058
"307",0.119361736779058
"308",0.477446947116232
"309",0.835532157453407
"310",0.238723473558116
"311",0.238723473558116
"312",0.238723473558116
"313",0
"314",0.623189644345084
"315",0.37391378660705
"316",0.124637928869017
"317",0.37391378660705
"318",0.124637928869017
"319",0.124637928869017
"320",0.498551715476067
"321",0.872465502083118
"322",0.249275857738034
"323",0.249275857738034
"324",0.249275857738034
"325",0
"326",0.389639478594863
"327",0.233783687156918
"328",0.0779278957189726
"329",0.233783687156918
"330",0.0779278957189726
"331",0.0779278957189726
"332",0.31171158287589
"333",0.545495270032808
"334",0.155855791437945
"335",0.155855791437945
"336",0.155855791437945
"337",0
"338",0.316264232181348
"339",0.189758539308809
"340",0.0632528464362697
"341",0.189758539308809
"342",0.0632528464362697
"343",0.0632528464362697
"344",0.253011385745079
"345",0.442769925053888
"346",0.126505692872539
"347",0.126505692872539
"348",0.126505692872539
"349",0
"350",0.471390287868412
"351",0.282834172721047
"352",0.0942780575736823
"353",0.282834172721047
"354",0.0942780575736823
