,Rate,Substrate,Enzyme
0,3.27065212333978,29.481645273956598,0.39833893425420097
1,2.9009503657562594,63.5063868419168,0.24844410980891898
2,2.93747291176431,10.4244317074984,0.6843817585379369
3,2.15665319956931,9.46687047817832,0.566216261680388
4,4.26951570614262,25.8337340767745,0.547956311131235
5,4.867007082062781,32.4559787161933,0.5502190104876011
6,4.764610077372001,56.07669113167379,0.42321255057850204
7,4.71893270992933,50.471492355426996,0.43748208126464794
8,4.49834459594818,21.0403409677256,0.6420678142903921
9,3.3614843003595203,71.56536628477491,0.274700616386293
10,3.4986598249004603,79.67292518944541,0.275330038758649
11,3.37962205626138,92.2313157392195,0.25390514901991396
12,3.68906949808627,114.23787100216002,0.260557048830758
13,4.686580780890339,113.940965452373,0.330480805615447
14,1.44676596235102,137.640492773358,0.0979529017721535
15,3.05200189554725,124.757946470173,0.21102250605160003
16,4.82343569443387,101.128862395881,0.351182255641515
17,4.57620797342051,78.77385126127051,0.35987495736526603
18,4.16444460507213,64.4934633047352,0.35196522894503296
19,2.6309184469862203,68.9823790720689,0.21871630922070198
20,3.18696023633769,63.972677840276795,0.271710780339018
21,3.63636039453078,32.1536266770815,0.420694732219671
22,3.45962558874994,16.7854188376658,0.5809017937619979
23,3.79865009528642,44.5874217012985,0.374581747389734
24,3.05622973513379,32.1092810428237,0.357175764093426
25,3.8716625100928397,51.602672053115995,0.358085210337174
26,3.3512645643187797,34.8061036320465,0.37391378660705
27,2.3144420188573798,43.753649340223,0.23378368715691802
28,2.43248785732701,82.86326376570379,0.189758539308809
29,3.76810702199003,92.1209908684441,0.282834172721047
30,1.72373580805528,117.477240327197,0.121391307327193
31,1.77192983542968,122.490161904411,0.123412191832603
32,1.0997697976116,137.751892016417,0.0744899802515136
33,1.01286517565033,140.958611270601,0.0682408103677294
34,0.5987225655613729,144.520890399689,0.0401312631821196
35,0.28725883639032695,145.47801031612698,0.0192345838054259
36,0.5655956459262521,143.351947783051,0.0379845057086659
37,0.8378561827036171,140.244698022709,0.0565339121482017
38,1.6131874637731698,135.731086221418,0.109553715201215
39,1.93417016018759,127.46742037115601,0.133310454461192
40,2.15813137161533,115.85145826253999,0.15239792396459198
41,3.74748068221816,84.71121783416099,0.28876533914099
42,3.9252060645169298,68.3769759389233,0.32513837071616697
43,2.82294293471738,76.6029203568412,0.22580716732614897
44,3.52424400727785,44.020191892568704,0.350557404973568
45,3.6260801282719797,24.7404727060761,0.48288340307811295
46,2.8772268451677903,25.330782131967002,0.38440936093172706
47,3.47606459836431,23.210133308270503,0.481349925736266
48,4.05633200700412,18.199518508339,0.636197145088213
49,4.23516585370146,15.633077618277198,0.721154603188454
50,2.72458523439687,20.2823951110302,0.41690312736956997
51,2.58877252822509,22.602375673504,0.37230123410895005
52,3.02616151074823,21.393782620324,0.444722286376582
53,3.9289636052703796,29.1695969501094,0.475769170774867
54,5.144341006491549,59.3663302650654,0.445897608854317
55,4.87839994408065,88.910541785924,0.368772688515439
56,3.41850506007973,111.199394726543,0.243346970684605
57,1.7780667688163,131.908540372158,0.121553349791949
58,0.790281545995381,137.803904960579,0.0535515559169279
59,0.992966078148462,137.344189971571,0.0673161573824664
60,1.09134354367589,136.530723593338,0.0740782644983599
61,0.844573947772591,139.939488539972,0.0570159268117661
62,1.29754189269179,132.286458498721,0.0887201635517596
63,0.9513817138585171,138.524066631527,0.0643699065138285
64,2.040970324301,130.80397983424,0.13974534432738503
65,2.28128209057156,132.816504236693,0.155550749945823
66,2.94308010839668,121.20148830743601,0.205032789685225
67,3.0638821132515903,124.018913816496,0.212154598823004
68,3.16348132332532,119.838936107726,0.220924219111274
69,4.35116135645896,109.935360261987,0.309990727034204
70,3.9816743915022004,116.86250506244,0.27937415193180104
71,3.14789949070333,108.861730743837,0.22553585809369697
72,3.94562342484181,81.3570109301943,0.30780397232172696
73,2.04907137916546,108.089395965008,0.14751301379488096
74,2.8586382117784,92.86865252753971,0.214680097398997
75,3.3183488243006303,57.2604717655332,0.295253297555265
76,2.65754931275431,17.9484212033821,0.43986220434629003
77,2.17399979884379,16.655559684103,0.38443439255125
78,2.89589042748405,22.3071144576753,0.41646382620439
79,3.6768251537657703,35.9783677550117,0.40176280070915704
80,3.27068033309079,16.2856726294767,0.5633215452209721
81,3.6670948437448,31.1806007726034,0.43075659237758
82,3.18443829281264,29.8388677063312,0.386121736074873
83,4.2754795830168,34.669820863888,0.47185928475386
84,6.41729302491504,39.1612651427436,0.6521285356389109
85,6.24892162933897,75.9885104414186,0.49374003516673104
86,4.2581674092402,91.792371529202,0.319452038983078
87,3.1533812137537796,104.39078316091101,0.228584814247121
88,2.86336109283458,122.725789845158,0.198877347289045
89,3.9159075687553195,112.052211053885,0.277851858057644
90,3.8698490615896297,87.82286210822821,0.294683460003005
91,4.69051086673376,90.65715543279751,0.352710028772868
92,4.5248138810428,75.49984369656809,0.3609811298861261
93,4.73741623556668,51.91266914998611,0.434126439055636
94,3.7847257505997502,68.9263331606707,0.31281261543510497
95,4.97390229387096,41.6629489202819,0.499529438910869
96,3.9328615306516896,51.1806736251116,0.364801726218223
97,2.80863645066011,23.578353861588997,0.391810699047502
98,2.4410853221928304,16.6592681519675,0.42729221257873207
