,Substrate_series,Enzyme_series,Decayrates_series,Enz_rate
0.0,86.0902,0.0,0.0,0.0003
1.0,86.090101914137,3.96363636363636e-06,9.80858629750915e-05,0.0003
2.0,86.0899144496961,7.57566584265362e-06,0.000187464440933578,0.0003
3.0,86.08964516428759,1.08828462287027e-05,0.00026928540845542803,0.0003
4.0,86.0893006537632,1.3924257984609398e-05,0.00034451052438611,0.0003
5.0,86.0888874632618,1.67020956291215e-05,0.00041319050143786206,0.0003
6.0,86.08841062453779,1.92776230241373e-05,0.000476838723958839,0.0003
7.0,86.087874571413,2.16750792202932e-05,0.0005360531248166621,0.0003
8.0,86.08728321549309,2.3915620241166302e-05,0.000591355919925346,0.0003
9.0,86.0866400082742,2.60178759864031e-05,0.000643207218926831,0.0003
10.0,86.08594799247699,2.79983908431672e-05,0.000692015797145837,0.0003
11.0,86.0852098447406,2.9871977014158103e-05,0.000738147736396764,0.0003
12.0,86.0844279112939,3.1652001558041e-05,0.000781933446757868,0.0003
13.0,86.0836042378482,3.33506225755568e-05,0.0008236734457247482,0.0003
14.0,86.0827405946726,3.4978986054936795e-05,0.0008636431755273121,0.0003
15.0,86.08183945404978,3.6508642610515205e-05,0.000901140622820507,0.0003
16.0,86.0809024262499,3.7974474234928704e-05,0.0009370277998852369,0.0003
17.0,86.0799308521613,3.93873827621075e-05,0.000971574088586349,0.0003
18.0,86.07892582197509,4.07575227682842e-05,0.00100503018619632,0.0003
19.0,86.07788819020709,4.20944508939825e-05,0.0010376317680185598,0.0003
20.0,86.0768185874861,4.3407257808633795e-05,0.00106960272099004,0.0003
21.0,86.07571742942841,4.47046873020863e-05,0.00110115805773986,0.0003
22.0,86.0745849228268,4.59952462141239e-05,0.00113250660154926,0.0003
23.0,86.0734210693075,4.7287308373489e-05,0.0011638535193240099,0.0003
24.0,86.0722264007797,4.85593705062714e-05,0.0011946685278573501,0.0003
25.0,86.0710004955093,4.98502283655262e-05,0.00122590527036138,0.0003
