,Substrate_series,Enzyme_series,Decayrates_series,Enz_rate,Subinput_rate
46.0,147.19185178194,0.00029839354450402405,0.00440147974412958,0.0003,3.1338808510638296
47.0,147.187230326716,0.00031353464491830596,0.00462145522438895,0.0003,3.0685916666666664
48.0,147.182392026652,0.00032831773615692205,0.0048383000645077405,0.0003,3.005967346938775
49.0,147.177332205603,0.000343415722052821,0.00505982104851159,0.0003,2.945848
50.0,147.172046793195,0.000358811412768629,0.00528541240839745,0.0003,2.8880862745098037
51.0,147.166524744494,0.000374981765830968,0.005522048700853389,0.0003,2.8325461538461534
52.0,147.160754076366,0.000391996409335469,0.005770668128039171,0.0003,2.7791018867924526
53.0,147.154719631729,0.000410075272603458,0.00603444463707883,0.0003,2.7276370370370366
54.0,147.148401265377,0.00042956081791889505,0.006318366351157939,0.0003,2.678043636363636
55.0,147.141775501011,0.0004506862799625651,0.00662576436606781,0.0003,2.6302214285714283
56.0,147.13485190113698,0.000470945840926239,0.00692359987435922,0.0003,2.584077192982456
57.0,147.12761951049,0.0004919544577985031,0.0072323906469678005,0.0003,2.5395241379310343
58.0,147.120065866398,0.000513840790033948,0.007553644092529891,0.0003,2.496481355932203
59.0,147.11217250996398,0.000537015250327113,0.007893356433606499,0.0003,2.454873333333333
60.0,147.10391692455698,0.000561759413856686,0.00825558540671834,0.0003,2.4146295081967213
61.0,147.095272205985,0.00058837844764038,0.00864471857218351,0.0003,2.375683870967742
62.0,147.086206611673,0.0006172096520413269,0.00906559431231585,0.0003,2.337974603174603
63.0,147.07668515247,0.000648449633509309,0.00952145920316625,0.0003,2.30144375
64.0,147.066681997727,0.000681212292559065,0.010003154742317801,0.0003,2.266036923076923
65.0,147.056172351086,0.0007156560543851191,0.0105096466414806,0.0003,2.2317030303030303
66.0,147.04512608548998,0.000752170451486065,0.0110462655958125,0.0003,2.1983940298507463
67.0,147.033506279952,0.000791219306393788,0.0116198055379005,0.0003,2.1660647058823526
68.0,147.02127736710798,0.000832728914742312,0.012228912844300699,0.0003,2.1346724637681156
69.0,147.008391077756,0.0008775775571549559,0.0128862893521795,0.0003,2.1041771428571425
70.0,146.994789974172,0.0009263735455995439,0.013601103583744402,0.0003,2.0745408450704224
71.0,146.980423653874,0.000978676497674763,0.0143663202976884,0.0003,2.0457277777777776
72.0,146.96523257403499,0.00103495791071287,0.0151910798391425,0.0003,2.017704109589041
73.0,146.949158727719,0.00109489981783989,0.0160738463159053,0.0003,1.9904378378378376
74.0,146.93213066064402,0.0011596755096425699,0.017028067074751702,0.0003,1.9638986666666665
75.0,146.91406561210601,0.0012300918539522201,0.0180650485378414,0.0003,1.9380578947368419
76.0,146.894875461621,0.00130660567756924,0.0191901504851429,0.0003,1.9128883116883115
77.0,146.87446944477,0.0013892729572375301,0.0204060168518468,0.0003,1.8883641025641025
78.0,146.85274294824,0.00147905830953171,0.0217264965299575,0.0003,1.8644607594936706
79.0,146.82957192276,0.00157735101721651,0.0231710254792606,0.0003,1.8411549999999999
80.0,146.804824223402,0.00168465676585481,0.024747699358227997,0.0003,1.8184246913580244
81.0,146.778341353635,0.0018024530284308,0.026482869767438,0.0003,1.7962487804878047
82.0,146.749949514836,0.0019319770527628896,0.028391838798139304,0.0003,1.7746072289156625
83.0,146.7194598914,0.00207426172392444,0.030489623436781396,0.0003,1.7534809523809523
84.0,146.686662233943,0.00223084419879121,0.0327976574570021,0.0003,1.732851764705882
85.0,146.651311626687,0.00240405007468114,0.035350607255346,0.0003,1.7127023255813951
86.0,146.613139551091,0.00259542973780527,0.0381720755964188,0.0003,1.693016091954023
87.0,146.571838508787,0.00280775284455065,0.041301042304299596,0.0003,1.6737772727272726
88.0,146.527052342813,0.0030443209176013604,0.044786165973939904,0.0003,1.6549707865168537
89.0,146.478381563339,0.00330779457110592,0.048670779473383496,0.0003,1.6365822222222222
90.0,146.425369644131,0.0036022510903555003,0.0530119192082956,0.0003,1.618597802197802
91.0,146.367489699916,0.00393256473494775,0.05787994421460701,0.0003,1.601004347826087
92.0,146.304134381238,0.00430414281329875,0.0633553186779321,0.0003,1.5837892473118278
93.0,146.234613462165,0.00472277765832421,0.069520919073754,0.0003,1.5669404255319148
94.0,146.15812526534,0.00519589491325805,0.0764881968245534,0.0003,1.5504463157894735
95.0,146.073745941862,0.0057319734210459,0.0843793234783101,0.0003,1.5342958333333332
96.0,145.98040637553498,0.006340870432454449,0.0933395663268089,0.0003,1.5184783505154638
97.0,145.876912406678,0.00703113308538549,0.10349396885683,0.0003,1.5029836734693875
98.0,145.761851026313,0.00781803211666794,0.11506138036508999,0.0003,1.4878020202020201
99.0,145.633601994653,0.00871583588252255,0.12824903165989998,0.0003,1.472924
100.0,145.490308699272,0.009740677542947999,0.143293295381166,0.0003,1.4583405940594059
101.0,145.329811597022,0.010913992337971901,0.160497102249856,0.0003,1.4440431372549019
102.0,145.14966273018499,0.0122549222010218,0.18014886683689701,0.0003,1.4300233009708736
103.0,144.94714844810298,0.0137836953361778,0.20251428208185898,0.0003,1.4162730769230767
104.0,144.719101251471,0.015532218269643301,0.22804719663208398,0.0003,1.4027847619047618
105.0,144.46198216137,0.0175264864661724,0.257119090101083,0.0003,1.3895509433962263
106.0,144.171809357213,0.019798443164938,0.290172804156946,0.0003,1.3765644859813082
107.0,143.844060459952,0.022388533449295603,0.327748897261699,0.0003,1.3638185185185183
108.0,143.473742100784,0.025331561321801702,0.370318359167981,0.0003,1.3513064220183486
109.0,143.055199410465,0.028675379611141198,0.41854269031861996,0.0003,1.339021818181818
110.0,142.58226851528502,0.0324625955306507,0.472930895179588,0.0003,1.3269585585585584
111.0,142.04801924211102,0.036751611863663394,0.5342492731748409,0.0003,1.3151107142857141
112.0,141.445069662257,0.0415823807013831,0.6029495798539339,0.0003,1.3034725663716813
113.0,140.765116476078,0.047025436525185996,0.6799531861785021,0.0003,1.292038596491228
114.0,139.999314377373,0.053131613188030204,0.765802098705248,0.0003,1.2808034782608695
115.0,139.13834176297,0.059955934445043706,0.8609726144029859,0.0003,1.2697620689655171
116.0,138.172320831242,0.0675612736968645,0.9660209317280011,0.0003,1.2589094017094016
117.0,137.09075817475,0.0760140874606786,1.08156265649241,0.0003,1.2482406779661015
118.0,135.882963543949,0.0853659799079237,1.20779463080089,0.0003,1.2377512605042016
119.0,134.53824497571202,0.0956559368543058,1.34471856823648,0.0003,1.2274366666666665
120.0,133.04611512495802,0.106917684981757,1.49212985075403,0.0003,1.217292561983471
121.0,131.39632756445,0.11919997008146399,1.64978756050796,0.0003,1.2073147540983606
122.0,129.579337412192,0.132533841597967,1.8169901522583798,0.0003,1.1974991869918699
123.0,127.587253606651,0.14690330055626802,1.9920838055403998,0.0003,1.187841935483871
124.0,125.413566136414,0.16231921634775598,2.17368747023787,0.0003,1.1783392
125.0,123.054311493058,0.17872535725242197,2.3592546433552997,0.0003,1.1689873015873016
126.0,120.508072242176,0.19607627649485002,2.54623925088217,0.0003,1.1597826771653543
127.0,117.77640504867199,0.214341095821082,2.7316671935040095,0.0003,1.150721875
128.0,114.863513428309,0.23343995741667603,2.9128916203626605,0.0003,1.141801550387597
129.0,111.77710689309998,0.253299345030204,3.0864065352095498,0.0003,1.1330184615384615
130.0,108.52845615882899,0.27381215469654296,3.24865073427132,0.0003,1.1243694656488548
131.0,105.13146391358201,0.294923268588622,3.39699224524683,0.0003,1.1158515151515151
132.0,101.602314752511,0.3165332004226731,3.52914916107074,0.0003,1.1074616541353381
133.0,97.9584602792188,0.338612959563659,3.6438544732921603,0.0003,1.0991970149253731
134.0,94.2183618696121,0.36106450378399396,3.7400984096066296,0.0003,1.0910548148148147
135.0,90.40224223169899,0.383786957230086,3.8161196379131694,0.0003,1.0830323529411763
136.0,86.5296987649657,0.40669438959461607,3.87254346673326,0.0003,1.07512700729927
137.0,82.6198210853425,0.429717965996141,3.9098776796231896,0.0003,1.0673362318840578
138.0,78.6914603324766,0.4527636085243111,3.92836075286595,0.0003,1.0596575539568345
139.0,74.7650908409224,0.47570940363993497,3.92636949155419,0.0003,1.0520885714285713
140.0,70.85789082007071,0.4985068053849361,3.90720002085171,0.0003,1.0446269503546097
141.0,66.98740543471679,0.5210596165378271,3.87048538535385,0.0003,1.0372704225352112
142.0,63.1689947310713,0.5432871231674969,3.81841070364554,0.0003,1.030016783216783
143.0,59.4133767681041,0.5651467395896309,3.7556179629671402,0.0003,1.0228638888888888
144.0,55.732090832707705,0.5864995851022919,3.6812859353964,0.0003,1.0158096551724136
145.0,52.1348676052643,0.6073732041729639,3.59722322744346,0.0003,1.0088520547945206
146.0,48.6313205229608,0.6276959802661539,3.5035470823035197,0.0003,1.0019891156462584
147.0,45.230641792382606,0.647397720427607,3.4006787305781603,0.0003,0.9952189189189188
148.0,41.9411487213027,0.6663942719584859,3.28949307107993,0.0003,0.9885395973154362
149.0,38.7718217605372,0.684677994097824,3.16932696076546,0.0003,0.9819493333333332
150.0,35.7287200362696,0.7021742316892271,3.04310172426765,0.0003,0.9754463576158939
151.0,32.817846846959,0.7188502245215841,2.91087318931058,0.0003,0.9690289473684209
152.0,30.0440304588406,0.73462488954515,2.77381638811835,0.0003,0.9626954248366012
153.0,27.4107660339239,0.749536858450616,2.6332644249167,0.0003,0.9564441558441558
154.0,24.920163554676698,0.7635646242424341,2.49060247924721,0.0003,0.9502735483870967
155.0,22.5738598069298,0.7766476065653929,2.34630374774697,0.0003,0.9441820512820512
156.0,20.372359738885102,0.7887959635114159,2.2015000680446404,0.0003,0.938168152866242
157.0,18.3154270590849,0.8000049615027559,2.05693267980021,0.0003,0.9322303797468353
158.0,16.4021395752452,0.81026481113104,1.9132874838396998,0.0003,0.9263672955974842
159.0,14.631016175518598,0.819564873318836,1.77112339972661,0.0003,0.9205774999999999
160.0,12.999601965202999,0.8278814879874481,1.63141421031561,0.0003,0.9148596273291925
161.0,11.505225387339301,0.8352553835711569,1.49437657786371,0.0003,0.9092123456790122
162.0,10.1440850435751,0.8416848817591058,1.3611403437641798,0.0003,0.9036343558282208
163.0,8.91167268015441,0.8471666341617891,1.2324123634206898,0.0003,0.8981243902439023
164.0,7.802560307872731,0.851662833320455,1.10911237228168,0.0003,0.892681212121212
165.0,6.8096738526635106,0.8552434582314509,0.9928864552092171,0.0003,0.8873036144578312
166.0,5.92502445162524,0.8579027097594859,0.8846494010382779,0.0003,0.8819904191616765
167.0,5.13987459860441,0.859588500243463,0.78514985302082,0.0003,0.8767404761904761
168.0,4.44600414053706,0.8601951043863629,0.693870458067359,0.0003,0.8715526627218934
169.0,3.8344991417591,0.8596120864697181,0.6115049987779541,0.0003,0.866425882352941
170.0,3.2969303961198397,0.8577943886759709,0.537568745639265,0.0003,0.8613590643274853
171.0,2.82523614705373,0.854794563043254,0.4716942490661079,0.0003,0.8563511627906976
172.0,2.41267099955025,0.850665141771201,0.41256514750347395,0.0003,0.8514011560693641
173.0,2.0529695772977097,0.8454773188696899,0.35970142225254104,0.0003,0.8465080459770115
174.0,1.74006029475008,0.8393342680892242,0.31290928254763,0.0003,0.841670857142857
175.0,1.46830234718398,0.8322993116256808,0.271757947566104,0.0003,0.8368886363636363
176.0,1.23267754448309,0.82441262035473,0.23562480270089103,0.0003,0.8321604519774011
177.0,1.02900200815487,0.815725171633357,0.203675536328219,0.0003,0.8274853932584268
178.0,0.8532744295688149,0.8062845187942891,0.175727578586056,0.0003,0.8228625698324021
179.0,0.702385836844589,0.7961268661840201,0.150888592724225,0.0003,0.8182911111111111
180.0,0.573497877989207,0.785302094404878,0.128887958855383,0.0003,0.8137701657458563
181.0,0.464074205160525,0.77384942894999,0.109423672828681,0.0003,0.809298901098901
182.0,0.37193517518581504,0.761804941419076,0.0921390299747108,0.0003,0.8048765027322403
183.0,0.295490887151436,0.7491918961122309,0.0764442880343789,0.0003,0.8005021739130435
184.0,0.233186872239647,0.736094266252358,0.0623040149117889,0.0003,0.796175135135135
185.0,0.183088216484858,0.722545817364621,0.0500986557547891,0.0003,0.7918946236559139
186.0,0.14319441338779001,0.708621186455123,0.0398938030970673,0.0003,0.7876598930481282
187.0,0.111695904454482,0.694370329162556,0.0314985089333083,0.0003,0.7834702127659574
188.0,0.0870037577396042,0.679853310687702,0.0246921467148778,0.0003,0.7793248677248676
189.0,0.06763150785675141,0.6651252952068512,0.0193722498828527,0.0003,0.7752231578947367
190.0,0.0525229198547214,0.650229852071475,0.01510858800203,0.0003,0.7711643979057591
191.0,0.040768379917148295,0.635227269471542,0.011754539937573099,0.0003,0.7671479166666666
192.0,0.03170725626096899,0.620148653076574,0.009061123656179351,0.0003,0.7631730569948186
193.0,0.024774400230342,0.605042573627425,0.006932856030626971,0.0003,0.7592391752577319
194.0,0.0195366547392241,0.589948989317575,0.00523774549111796,0.0003,0.755345641025641
195.0,0.0155812467469419,0.57490999378153,0.00395540799228215,0.0003,0.7514918367346938
196.0,0.0125618055704558,0.559947975482342,0.0030194411764861103,0.0003,0.7476771573604061
197.0,0.010233430192799802,0.545094094425966,0.0023283753776559704,0.0003,0.7439010101010101
198.0,0.00839250172526045,0.530387900800048,0.00184092846753939,0.0003,0.7401628140703517
199.0,0.006933058566445099,0.515845176906923,0.0014594431588153501,0.0003,0.736462
200.0,0.00574451482723903,0.501488100125474,0.00118854373920607,0.0003,0.7327980099502487
201.0,0.0047889950635605005,0.487334348823183,0.000955519763678528,0.0003,0.7291702970297029
202.0,0.00401583540753642,0.47340155491903296,0.0007731596560240769,0.0003,0.7255783251231527
203.0,0.0033872721312027394,0.45970148246048204,0.000628563276333686,0.0003,0.7220215686274509
204.0,0.00287738756902032,0.44624404437007104,0.000509884562182411,0.0003,0.7184995121951219
205.0,0.00246220773786782,0.433039020393433,0.000415179831152508,0.0003,0.7150116504854368
206.0,0.00212174214908447,0.420094681335757,0.00034046558878335104,0.0003,0.7115574879227052
207.0,0.00184118368734154,0.40741794856963104,0.000280558461742927,0.0003,0.7081365384615383
208.0,0.00160779118345573,0.39501603423284004,0.000233392503885803,0.0003,0.7047483253588516
209.0,0.0014127022566136598,0.382890934584936,0.00019508892684207203,0.0003,0.7013923809523809
210.0,0.0012487854012089802,0.37104524775532205,0.000163916855404683,0.0003,0.6980682464454976
211.0,0.00111017412545096,0.35947577203728703,0.00013861127575801497,0.0003,0.6947754716981132
212.0,0.000991671182458629,0.348186333676628,0.00011850294299233501,0.0003,0.6915136150234741
213.0,0.000889591776254891,0.337178180691996,0.00010207940620373701,0.0003,0.6882822429906541
214.0,0.000801483059806081,0.32645043337941904,8.810871644881e-05,0.0003,0.6850809302325581
215.0,0.000725207547376111,0.315996772472372,7.627551242997059e-05,0.0003,0.6819092592592592
216.0,0.0006588882080125519,0.30581887663946006,6.63193393635587e-05,0.0003,0.6787668202764976
217.0,0.000601058633136164,0.295913810761038,5.782957487638809e-05,0.0003,0.6756532110091743
218.0,0.0005503275559566469,0.28627936824515005,5.073107717951721e-05,0.0003,0.6725680365296803
219.0,0.000505693770406943,0.27691013101211304,4.4633785549704005e-05,0.0003,0.669510909090909
220.0,0.00046632065336638497,0.267803228923792,3.9373117040557304e-05,0.0003,0.6664814479638008
221.0,0.00043139096821259503,0.25895439363246,3.4929685153790505e-05,0.0003,0.6634792792792792
222.0,0.00040029091532244,0.250360845631298,3.11000528901551e-05,0.0003,0.6605040358744394
223.0,0.000372541474600848,0.24201631995562803,2.7749440721591195e-05,0.0003,0.6575553571428571
224.0,0.00034767831505167,0.233917369098655,2.48631595491784e-05,0.0003,0.6546328888888888
225.0,0.000325350329216538,0.22605943378976298,2.23279858351321e-05,0.0003,0.6517362831858406
226.0,0.000305219589696253,0.21843700923544002,2.01307395202846e-05,0.0003,0.6488651982378854
227.0,0.000286996240766477,0.211044822490545,1.82233489297765e-05,0.0003,0.646019298245614
228.0,0.000270492559571737,0.203876954780649,1.65036811947397e-05,0.0003,0.6431982532751092
229.0,0.00025551352418545596,0.19692937383115,1.49790353862815e-05,0.0003,0.6404017391304347
230.0,0.000241878769529609,0.190196246322065,1.3634754655846597e-05,0.0003,0.6376294372294372
231.0,0.00022944850833341097,0.18367318556853698,1.24302611961984e-05,0.0003,0.6348810344827586
232.0,0.000218100610341624,0.17735432541007898,1.1347897991786799e-05,0.0003,0.6321562231759656
233.0,0.000207719415706712,0.171235188852337,1.03811946349117e-05,0.0003,0.6294547008547008
234.0,0.000198202404335342,0.165309902736498,9.517011371370441e-06,0.0003,0.6267761702127659
235.0,0.00018945112964696397,0.159574526453867,8.75127468837805e-06,0.0003,0.6241203389830507
236.0,0.00018138445796641697,0.15402323973037602,8.066671680546881e-06,0.0003,0.6214869198312236
237.0,0.000173936583131111,0.14865099139219298,7.44787483530563e-06,0.0003,0.6188756302521008
238.0,0.000167056308619475,0.14345331439402897,6.88027451163603e-06,0.0003,0.6162861924686192
239.0,0.000160690633613711,0.13842558938136,6.36567500576386e-06,0.0003,0.6137183333333333
240.0,0.00015479052206869998,0.133562800277178,5.90011154501067e-06,0.0003,0.6111717842323651
241.0,0.00014931472479130502,0.128860391892808,5.47579727739558e-06,0.0003,0.6086462809917355
242.0,0.00014422558091340302,0.12431335626949301,5.0891438779023695e-06,0.0003,0.6061415637860081
243.0,0.00013948939887053897,0.11991704312577699,4.73618204286342e-06,0.0003,0.6036573770491803
244.0,0.000135076614811271,0.11566732419422399,4.41278405926838e-06,0.0003,0.6011934693877551
245.0,0.00013096003024886998,0.11155979314060699,4.11658456240041e-06,0.0003,0.5987495934959349
246.0,0.000127115054460797,0.10759029707234999,3.84497578807367e-06,0.0003,0.5963255060728745
247.0,0.00012351964892538998,0.10375462936307402,3.59540553540618e-06,0.0003,0.5939209677419355
248.0,0.00012015394531559199,0.10004843248789501,3.36570360979814e-06,0.0003,0.5915357429718875
249.0,0.00011699988801648898,0.0964682443581508,3.1540572991028796e-06,0.0003,0.5891696
250.0,0.000114041124661093,0.0930099501555918,2.95876335539599e-06,0.0003,0.5868223107569721
251.0,0.000111262809300987,0.0896697896310019,2.7783153601065e-06,0.0003,0.5844936507936508
252.0,0.000108651468349687,0.0864441856572149,2.61134095130016e-06,0.0003,0.5821833992094861
253.0,0.000106194858734481,0.08332919317279021,2.4566096152061002e-06,0.0003,0.5798913385826772
254.0,0.000103881976094998,0.0803214465127078,2.31288263948265e-06,0.0003,0.5776172549019607
255.0,0.000101702630544193,0.0774172762268625,2.17934555080482e-06,0.0003,0.5753609375
256.0,9.96474799701692e-05,0.0746134533875816,2.0551505740240302e-06,0.0003,0.5731221789883268
257.0,9.770796467763659e-05,0.0719065506121237,1.93951529253261e-06,0.0003,0.5709007751937984
258.0,9.5876220014367e-05,0.06929327873171981,1.8317446632695698e-06,0.0003,0.568696525096525
259.0,9.41450441083211e-05,0.066770543661437,1.7311759060459502e-06,0.0003,0.5665092307692308
260.0,9.25077958155577e-05,0.0643351627597472,1.63724829276333e-06,0.0003,0.5643386973180076
261.0,9.095837897893811e-05,0.06198370453424669,1.54941683661963e-06,0.0003,0.5621847328244274
262.0,8.949116012174399e-05,0.059713270720491096,1.46721885719408e-06,0.0003,0.5600471482889733
263.0,8.81009577487072e-05,0.057520939789350405,1.39020237303684e-06,0.0003,0.5579257575757576
264.0,8.678299726085159e-05,0.055403958018930395,1.31796048785559e-06,0.0003,0.5558203773584905
265.0,8.553283950726491e-05,0.053359272146814206,1.25015775358666e-06,0.0003,0.5537308270676691
266.0,8.434638940796928e-05,0.05138391267811901,1.18645009929561e-06,0.0003,0.5516569288389512
267.0,8.32198520591721e-05,0.0494756936953695,1.12653734879723e-06,0.0003,0.5495985074626866
268.0,8.21497074066002e-05,0.0476319876504087,1.07014465257188e-06,0.0003,0.5475553903345725
269.0,8.113269657533408e-05,0.045850694124599,1.01701083126616e-06,0.0003,0.5455274074074073
270.0,8.01658301182162e-05,0.0441297903560771,9.66866457117844e-07,0.0003,0.5435143911439114
271.0,7.924632666373752e-05,0.042467016187556,9.19503454478725e-07,0.0003,0.5415161764705881
272.0,7.83715937591843e-05,0.0408612404157484,8.747329045532371e-07,0.0003,0.5395326007326007
273.0,7.75391391934597e-05,0.039310439723265,8.324545657245809e-07,0.0003,0.537563503649635
274.0,7.67467080526686e-05,0.0378131418115157,7.924311407910899e-07,0.0003,0.5356087272727272
275.0,7.59921569567378e-05,0.036368009439587505,7.54551095930766e-07,0.0003,0.5336681159420289
276.0,7.527346706474171e-05,0.0349735096530502,7.186898919961109e-07,0.0003,0.5317415162454873
277.0,7.45887439798543e-05,0.033627822263625595,6.847230848873989e-07,0.0003,0.5298287769784172
278.0,7.39361858603527e-05,0.0323301860556428,6.5255811950162e-07,0.0003,0.5279297491039426
279.0,7.33142089618661e-05,0.0310789830043657,6.21976898486619e-07,0.0003,0.5260442857142856
280.0,7.27212676730319e-05,0.029872657398459398,5.9294128883415e-07,0.0003,0.5241722419928825
281.0,7.215588461048879e-05,0.028709827574011797,5.653830625431061e-07,0.0003,0.5223134751773049
282.0,7.161670197526311e-05,0.0275890347862932,5.39182635225752e-07,0.0003,0.5204678445229681
283.0,7.1102567891056e-05,0.0265092710234743,5.141340842070839e-07,0.0003,0.5186352112676056
284.0,7.06122056903846e-05,0.0254692593062859,4.90362200671403e-07,0.0003,0.5168154385964912
285.0,7.01444215857659e-05,0.0244678614011269,4.67784104618694e-07,0.0003,0.5150083916083915
286.0,6.969808961445881e-05,0.0235039267057983,4.4633197130702393e-07,0.0003,0.51321393728223
287.0,6.927212271902969e-05,0.0225763587434631,4.25966895429134e-07,0.0003,0.5114319444444444
288.0,6.886555385766031e-05,0.0216838343340573,4.06568861369408e-07,0.0003,0.5096622837370242
289.0,6.84774228123295e-05,0.020825569858027502,3.8813104533083397e-07,0.0003,0.5079048275862068
290.0,6.810682166540011e-05,0.020000446946763402,3.70601146929367e-07,0.0003,0.5061594501718213
291.0,6.775288608464179e-05,0.0192070877752491,3.53935580758356e-07,0.0003,0.5044260273972603
292.0,6.74148213855428e-05,0.0184442142932816,3.3806469909894604e-07,0.0003,0.5027044368600682
293.0,6.70919018221394e-05,0.0177107650667371,3.2291956340341303e-07,0.0003,0.5009945578231292
294.0,6.67833892203234e-05,0.0170058624238242,3.0851260181599603e-07,0.0003,0.49929627118644065
295.0,6.64885907241721e-05,0.016328348004505302,2.94798496151244e-07,0.0003,0.4976094594594594
296.0,6.62069360585834e-05,0.0156772787628743,2.81654665588776e-07,0.0003,0.49593400673400667
297.0,6.59377874991163e-05,0.0150517870884247,2.69148559467039e-07,0.0003,0.4942697986577181
298.0,6.568054955617941e-05,0.0144509482045841,2.57237942936969e-07,0.0003,0.49261672240802673
299.0,6.54346506187402e-05,0.013873885187946501,2.45898937439161e-07,0.0003,0.4909746666666666
300.0,147.2924,0.0,0.0,0.00025,147.2924
301.0,147.292251656122,9.90909090909091e-06,0.000148343877980963,0.00025,73.6462
302.0,147.291967011885,1.90141015965355e-05,0.000284644237432307,0.00025,49.09746666666666
303.0,147.29155661828,2.7415218524762102e-05,0.000410393604453807,0.00025,36.8231
304.0,147.29102975554,3.5197690090156394e-05,0.000526862739959945,0.00025,29.458479999999998
305.0,147.290395797369,4.23555277980264e-05,0.0006339581711163581,0.00025,24.54873333333333
306.0,147.289661905597,4.90366791427775e-05,0.000733891772315977,0.00025,21.041771428571426
307.0,147.288834416359,5.52964477933222e-05,0.000827489237982847,0.00025,18.41155
308.0,147.287918935411,6.118373327937609e-05,0.000915480948250844,0.00025,16.36582222222222
309.0,147.28692041715,6.67421299357405e-05,0.00099851826074069,0.00025,14.729239999999999
310.0,147.285843230501,7.2010812952066e-05,0.0010771866488896698,0.00025,13.390218181818181
311.0,147.284691214067,7.702526197171609e-05,0.0011520164335346698,0.00025,12.274366666666666
312.0,147.283467722407,8.18178595575362e-05,0.0012234916601126403,0.00025,11.330184615384614
