,Substrate_series,Enzyme_series,Decayrates_series,Enz_rate
0.0,10.629,0.0,0.0,0.0003
1.0,10.628830390228,2.77454545454545e-05,0.00020316434525361,0.0003
2.0,10.6285065308555,5.3029660898575304e-05,0.000387929755410073,0.0003
3.0,10.6280421532495,7.617992360091858e-05,0.0005562472676846861,0.0003
4.0,10.6274495845546,9.74698058922661e-05,0.0007097989077528991,0.0003
5.0,10.6267412380097,0.00011691466940385101,0.0008484815485087639,0.0003
6.0,10.625927038856,0.00013494336116896103,0.0009752753984001581,0.0003
7.0,10.6250159689858,0.00015172555454205202,0.0010913104324847501,0.0003
8.0,10.6240161693257,0.000167409341688164,0.00119759398840944,0.0003
9.0,10.6229350269147,0.000182125131904822,0.0012950290978921402,0.0003
10.0,10.6217792496995,0.00019598873590217098,0.0013844292011549002,0.0003
11.0,10.6205549313315,0.000209103839099107,0.0014665301218508698,0.0003
12.0,10.619267607725302,0.00022156401090628704,0.00154199993585172,0.0003
13.0,10.6179223067498,0.000233454358028898,0.0016114471979998299,0.0003
14.0,10.616523592132802,0.000244852902384558,0.0016754278717285398,0.0003
15.0,10.6150771375433,0.00025556049827360597,0.00173261243217678,0.0003
16.0,10.613587175721099,0.00026582131964450093,0.0017847268731395701,0.0003
17.0,10.612057483928199,0.000275711679334753,0.00183231678131513,0.0003
18.0,10.6104914244136,0.000285302659377989,0.00187587927355743,0.0003
19.0,10.6088919799656,0.000294661156257877,0.0019158688804633897,0.0003
20.0,10.6072617852354,0.000303850804660437,0.0019527026129950301,0.0003
21.0,10.6056031543878,0.000312932811114604,0.00198676436012081,0.0003
22.0,10.6039181055435,0.000321966723498868,0.0020184087338175603,0.0003
23.0,10.602208382394698,0.00033101115861442295,0.00204796445365061,0.0003
24.0,10.600476537384301,0.0003399155935439,0.00207446277079267,0.0003
25.0,10.598723757734199,0.000348951598558684,0.0020995389933334396,0.0003
26.0,10.5969510125557,0.000358178487217454,0.00212345438124079,0.0003
27.0,10.595159106276,0.00036764914830464304,0.00214640619899339,0.0003
28.0,10.5933487009611,0.000377416179878433,0.0021685649716528697,0.0003
29.0,10.5915203254063,0.00038753490136676495,0.00219009033531205,0.0003
30.0,10.5896743836852,0.000398063989750288,0.0022111316859219497,0.0003
31.0,10.5878111632817,0.000409066187476375,0.0022318286785109605,0.0003
32.0,10.5859308429388,0.00042060909881266005,0.0022523115666140897,0.0003
33.0,10.5840335003706,0.00043276609435751004,0.0022727013662494997,0.0003
34.0,10.5821191200019,0.000445617347227644,0.00229310982230865,0.0003
35.0,10.5801876009264,0.000459251029234023,0.0023136391474413197,0.0003
36.0,10.5782387653051,0.00047376470138979005,0.00233438149401657,0.0003
37.0,10.576273672525199,0.0004889419140266849,0.00235385487080943,0.0003
38.0,10.574291940747198,0.000505225973549324,0.0023737856277162798,0.0003
39.0,10.5722931486036,0.000522752054853345,0.00239422111310151,0.0003
40.0,10.5702768480591,0.000541673062597388,0.00241519327034368,0.0003
41.0,10.5682425797704,0.0005621628277261639,0.00243671564459232,0.0003
42.0,10.5661898916697,0.000584419952301847,0.00245877952099932,0.0003
43.0,10.5641183616743,0.0006086724586668239,0.00248134898233784,0.0003
44.0,10.562027625647,0.000635183441267468,0.00250435461958724,0.0003
45.0,10.5599174120099,0.00066425797468029,0.0025276855621521,0.0003
46.0,10.5577875847606,0.000696251603842722,0.00255117941291157,0.0003
47.0,10.5556381970685,0.0007315808381427151,0.00257460957577887,0.0003
48.0,10.553397924416,0.000766074717699484,0.00268347466787455,0.0003
49.0,10.551059811013198,0.0008013033514565821,0.002800671641508,0.0003
50.0,10.548627950843699,0.000837226629793467,0.0029129647024540802,0.0003
51.0,10.5461042395004,0.000874957453605593,0.0030229871579934803,0.0003
52.0,10.5434920002995,0.000914658288449427,0.0031290288323314,0.0003
53.0,10.5407940462223,0.000956842302741403,0.0032317010223615696,0.0003
54.0,10.538011268548802,0.00100230857514409,0.0033333056067613802,0.0003
55.0,10.5351444832617,0.0010516013199126499,0.0034339327793326503,0.0003
56.0,10.532099214478501,0.0010988736288278901,0.0036477263727966204,0.0003
57.0,10.5288680456606,0.00114789373486317,0.0038704037478272204,0.0003
58.0,10.5254533023095,0.00119896184341255,0.00409029555837589,0.0003
59.0,10.5218548875439,0.0012530355840966,0.004310303416538129,0.0003
60.0,10.518072050894402,0.0013107719656656,0.0045312102125342505,0.0003
61.0,10.51410337629,0.00137288304449422,0.0047538132262349994,0.0003
62.0,10.5099467664898,0.0014401558547631,0.004978928386594881,0.0003
63.0,10.5055878929246,0.00151304914485505,0.00522120679366393,0.0003
64.0,10.5009207197254,0.00158949534930449,0.00559049856575457,0.0003
65.0,10.4959272488299,0.0016698641268986097,0.005981349028238089,0.0003
66.0,10.490597187242,0.0017550643868008199,0.00638452879094344,0.0003
67.0,10.4849179526233,0.0018461783815855103,0.00680278010584911,0.0003
68.0,10.4788837080187,0.0019430341343987302,0.007228023124082391,0.0003
69.0,10.472484748854198,0.0020476809666949004,0.00766489061034669,0.0003
70.0,10.4657031173003,0.0021615382730656,0.00812326859484993,0.0003
71.0,10.4585221659495,0.00228357849457445,0.00860158740931584,0.0003
72.0,10.4508818564574,0.0024149017916633704,0.00915182219191378,0.0003
73.0,10.44266278664,0.0025547662416264,0.00984508096540684,0.0003
74.0,10.433822209330001,0.00270590952249933,0.0105895437479394,0.0003
75.0,10.4243232551224,0.00287021432588851,0.0113781699559006,0.0003
76.0,10.414144557471301,0.00304874658099489,0.012192389738119102,0.0003
77.0,10.403217276365,0.00324163690022091,0.013089068424321301,0.0003
