"","Substrate_tot","Enzyme_tot","Rate_tot"
"",345.5023,0,0
"",345.501911475338,6.14363636363636e-05,0.000427172155551767
"",345.501160275085,0.000118806652023732,0.00082591515891678
"",345.500157671943,0.000172527680847913,0.0011989287054665
"",345.498749069399,0.00022296887877543,0.00154862467725096
"",345.49704482748,0.000269942370488739,0.00187357928791528
"",345.495062180252,0.00031428935122777,0.0021795448042748
"",345.4928167531,0.000356274680526077,0.00246828559291685
"",345.490322702316,0.000396139043196826,0.00274141340490288
"",345.48759283599,0.000434102413337377,0.00300040773342108
"",345.484638719047,0.00047036697880872,0.00324663307026117
"",345.481470764716,0.000505119634625863,0.00348135367782421
"",345.478098314279,0.000538534130150304,0.00370574635850703
"",345.474609421068,0.000570772937302523,0.00392091160215816
"",345.470852053022,0.000601988893644281,0.00412788341582612
"",345.466915571251,0.000631822799877027,0.00432418970059591
"",345.462805523347,0.000660932157811683,0.00451433335677993
"",345.45852666153,0.000689447551185217,0.00469918686495649
"",345.454082974825,0.000717495061806798,0.0048795870855525
"",345.449477715618,0.000745197302450084,0.00505634138152827
"",345.444713420893,0.000772674401263015,0.00523023340756924
"",345.439791928368,0.000800044955247999,0.00540202865982751
"",345.434803339404,0.000827426969184138,0.00557247987241214
"",345.429570218298,0.000854938795719485,0.00574233234177704
"",345.424184839046,0.000882121037551278,0.00590845097459872
"",345.418646219782,0.000909684107395343,0.00607555570752598
"",345.412952696438,0.000937751643391355,0.00624439009852981
"",345.407101908512,0.000966451688477814,0.00641571246409925
"",345.401090779185,0.000995917871984841,0.00659030197927026
"",345.394915489373,0.00102629069917924,0.00676896521200009
"",345.388571445199,0.0010577189738111,0.00695254320194191
"",345.382053238253,0.00109036138260236,0.00714191920839038
"",345.375354597871,0.00112438827549157,0.00733802727063518
"",345.368468334518,0.00115998368151924,0.00754186174689559
"",345.361386273161,0.00119734760778125,0.00775448802633457
"",345.354235954021,0.00123669867824733,0.00797705464353867
"",345.346733426866,0.0012782771808963,0.00821080706779166
"",345.339009066741,0.00132145046923694,0.00845136036133905
"",345.331049813047,0.00136740477779367,0.00870597871670352
"",345.322841101092,0.00141646539270943,0.00897628009024202
"",345.314366697741,0.00146899714488548,0.00926405762956701
"",345.305608510414,0.00152541112208581,0.00957130799047489
"",345.296546364721,0.00158617266255344,0.00990026458985107
"",345.28715774508,0.00165181092183309,0.01025343683111
"",345.277530794664,0.00172293037970832,0.0106336565815047
"",345.26741135617,0.00179331020985832,0.0110462790592176
"",345.25703657252,0.00186391586173846,0.0114653259724683
"",345.246240246936,0.00193646403940774,0.011893215937308
"",345.234943816356,0.00201074080269874,0.012327521866646
"",345.223339775518,0.00208756099931295,0.0127720663837329
"",345.211384284391,0.00216818730948479,0.0132343655726789
"",345.198812469295,0.00225266004023467,0.0137133347089546
"",345.186180086759,0.00234119817240911,0.0142102112395456
"",345.172878203805,0.00243567863851511,0.01473524808555
"",345.158861053137,0.00253328024744661,0.0152812446879005
"",345.144421406962,0.0026306851918889,0.0158721609795818
"",345.129301797589,0.00273110030474998,0.0164839236327013
"",345.113606733222,0.00283479528684758,0.0171115253088164
"",345.097313666026,0.00294347987128519,0.0177633471469688
"",345.080395769511,0.0030580764307854,0.0184439947753954
"",345.062821676362,0.00317957085050787,0.0191583536414961
"",345.044665637409,0.00330903163530957,0.0199116718070447
"",345.0256651015,0.00344763120445409,0.0207096500374518
"",345.005877053612,0.00359438809228424,0.0215666126607546
"",344.985227103712,0.00374757946693375,0.0225075561614086
"",344.964059784713,0.0039081746862205,0.02349961112523
"",344.941549630844,0.00407722790449357,0.0245387587968305
"",344.91805317068,0.00425370381742764,0.0256150498451249
"",344.893516979744,0.00444132244380266,0.0267490000848253
"",344.867879442013,0.00464153038865359,0.0279495575840367
"",344.841243658166,0.0048527093423955,0.0292133203240054
"",344.813221222925,0.00507699978794697,0.0305485811550014
"",344.783900801334,0.0053149337249062,0.0319627550474836
"",344.753151902525,0.00556604272900747,0.0335234089568282
"",344.720880633673,0.00583314155727079,0.0351868376870733
"",344.687110309686,0.00611855111465655,0.0369587768252384
"",344.651491256736,0.00642339146160102,0.038843620325388
"",344.614039383633,0.00674926389105244,0.0408445067925054
"",344.574748908965,0.0070967129404757,0.042984828980109
