"","x"
"1",0
"2",0.308762340608374
"3",0.185257404365024
"4",0.0617524681216748
"5",0.185257404365024
"6",0.0617524681216748
"7",0.0617524681216748
"8",0.247009872486699
"9",0.432267276851724
"10",0.12350493624335
"11",0.12350493624335
"12",0.12350493624335
"13",0
"14",0.241959621877265
"15",0.145175773126359
"16",0.0483919243754529
"17",0.145175773126359
"18",0.0483919243754529
"19",0.0483919243754529
"20",0.193567697501812
"21",0.338743470628171
"22",0.0967838487509059
"23",0.0967838487509059
"24",0.0967838487509059
"25",0
"26",0.49548674896834
"27",0.297292049381004
"28",0.099097349793668
"29",0.297292049381004
"30",0.099097349793668
"31",0.099097349793668
"32",0.396389399174672
"33",0.693681448555676
"34",0.198194699587336
"35",0.198194699587336
"36",0.198194699587336
"37",0
"38",0.47226075020671
"39",0.283356450124026
"40",0.0944521500413419
"41",0.283356450124026
"42",0.0944521500413419
"43",0.0944521500413419
"44",0.377808600165368
"45",0.661165050289394
"46",0.188904300082684
"47",0.188904300082684
"48",0.188904300082684
"49",0
"50",0.295384419149754
"51",0.177230651489852
"52",0.0590768838299508
"53",0.177230651489852
"54",0.0590768838299508
"55",0.0590768838299508
"56",0.236307535319803
"57",0.413538186809655
"58",0.118153767659902
"59",0.118153767659902
"60",0.118153767659902
"61",0
"62",0.197857167657932
"63",0.118714300594759
"64",0.0395714335315863
"65",0.118714300594759
"66",0.0395714335315863
"67",0.0395714335315863
"68",0.158285734126345
"69",0.277000034721104
"70",0.0791428670631727
"71",0.0791428670631727
"72",0.0791428670631727
"73",0
"74",0.252943851575028
"75",0.151766310945017
"76",0.0505887703150057
"77",0.151766310945017
"78",0.0505887703150057
"79",0.0505887703150057
"80",0.202355081260023
"81",0.35412139220504
"82",0.101177540630011
"83",0.101177540630011
"84",0.101177540630011
"85",0
"86",0.25196684000965
"87",0.15118010400579
"88",0.05039336800193
"89",0.15118010400579
"90",0.05039336800193
"91",0.05039336800193
"92",0.20157347200772
"93",0.35275357601351
"94",0.10078673600386
"95",0.10078673600386
"96",0.10078673600386
"97",0
"98",0.318544374330532
"99",0.191126624598319
"100",0.0637088748661064
"101",0.191126624598319
"102",0.0637088748661064
"103",0.0637088748661064
"104",0.254835499464426
"105",0.445962124062745
"106",0.127417749732213
"107",0.127417749732213
"108",0.127417749732213
"109",0
"110",0.201205191902677
"111",0.120723115141606
"112",0.0402410383805355
"113",0.120723115141606
"114",0.0402410383805355
"115",0.0402410383805355
"116",0.160964153522142
"117",0.281687268663748
"118",0.0804820767610709
"119",0.0804820767610709
"120",0.0804820767610709
"121",0
"122",0.189700499005373
"123",0.113820299403224
"124",0.0379400998010746
"125",0.113820299403224
"126",0.0379400998010746
"127",0.0379400998010746
"128",0.151760399204298
"129",0.265580698607522
"130",0.0758801996021492
"131",0.0758801996021492
"132",0.0758801996021492
"133",0
"134",0.153783190831131
"135",0.0922699144986787
"136",0.0307566381662262
"137",0.0922699144986787
"138",0.0307566381662262
"139",0.0307566381662262
"140",0.123026552664905
"141",0.215296467163584
"142",0.0615132763324525
"143",0.0615132763324525
"144",0.0615132763324525
"145",0
"146",0.0574524168837926
"147",0.0344714501302755
"148",0.0114904833767585
"149",0.0344714501302755
"150",0.0114904833767585
"151",0.0114904833767585
"152",0.0459619335070341
"153",0.0804333836373096
"154",0.022980966753517
"155",0.022980966753517
"156",0.022980966753517
"157",0
"158",0.0238085844692548
"159",0.0142851506815529
"160",0.00476171689385097
"161",0.0142851506815529
"162",0.00476171689385097
"163",0.00476171689385097
"164",0.0190468675754039
"165",0.0333320182569568
"166",0.00952343378770194
"167",0.00952343378770194
"168",0.00952343378770194
"169",0
"170",0.00646651844659704
"171",0.00387991106795823
"172",0.00129330368931941
"173",0.00387991106795823
"174",0.00129330368931941
"175",0.00129330368931941
"176",0.00517321475727763
"177",0.00905312582523586
"178",0.00258660737863882
"179",0.00258660737863882
"180",0.00258660737863882
"181",0
"182",0.013509951942312
"183",0.00810597116538719
"184",0.0027019903884624
"185",0.00810597116538719
"186",0.0027019903884624
"187",0.0027019903884624
"188",0.0108079615538496
"189",0.0189139327192368
"190",0.00540398077692479
"191",0.00540398077692479
"192",0.00540398077692479
"193",0
"194",0.0434269439869087
"195",0.0260561663921452
"196",0.00868538879738173
"197",0.0260561663921452
"198",0.00868538879738173
"199",0.00868538879738173
"200",0.0347415551895269
"201",0.0607977215816721
"202",0.0173707775947635
"203",0.0173707775947635
"204",0.0173707775947635
"205",0
"206",0.100471852995264
"207",0.0602831117971586
"208",0.0200943705990529
"209",0.0602831117971586
"210",0.0200943705990529
"211",0.0200943705990529
"212",0.0803774823962114
"213",0.14066059419337
"214",0.0401887411981057
"215",0.0401887411981057
"216",0.0401887411981057
"217",0
"218",0.195636138781374
"219",0.117381683268825
"220",0.0391272277562749
"221",0.117381683268825
"222",0.0391272277562749
"223",0.0391272277562749
"224",0.1565089110251
"225",0.273890594293924
"226",0.0782544555125498
"227",0.0782544555125498
"228",0.0782544555125498
"229",0
"230",0.235997080224612
"231",0.141598248134767
"232",0.0471994160449223
"233",0.141598248134767
"234",0.0471994160449223
"235",0.0471994160449223
"236",0.188797664179689
"237",0.330395912314456
"238",0.0943988320898446
"239",0.0943988320898446
"240",0.0943988320898446
"241",0
"242",0.173127027298973
"243",0.103876216379384
"244",0.0346254054597945
"245",0.103876216379384
"246",0.0346254054597945
"247",0.0346254054597945
"248",0.138501621839178
"249",0.242377838218562
"250",0.069250810919589
"251",0.069250810919589
"252",0.069250810919589
"253",0
"254",0.225003700619644
"255",0.135002220371787
"256",0.0450007401239289
"257",0.135002220371787
"258",0.0450007401239289
"259",0.0450007401239289
"260",0.180002960495716
"261",0.315005180867502
"262",0.0900014802478578
"263",0.0900014802478578
"264",0.0900014802478578
"265",0
"266",0.310581297971844
"267",0.186348778783106
"268",0.0621162595943688
"269",0.186348778783106
"270",0.0621162595943688
"271",0.0621162595943688
"272",0.248465038377475
"273",0.434813817160581
"274",0.124232519188738
"275",0.124232519188738
"276",0.124232519188738
"277",0
"278",0.2493648299771
"279",0.14961889798626
"280",0.04987296599542
"281",0.14961889798626
"282",0.04987296599542
"283",0.04987296599542
"284",0.19949186398168
"285",0.34911076196794
"286",0.0997459319908399
"287",0.0997459319908399
"288",0.0997459319908399
"289",0
"290",0.335831637709826
"291",0.201498982625895
"292",0.0671663275419651
"293",0.201498982625895
"294",0.0671663275419651
"295",0.0671663275419651
"296",0.26866531016786
"297",0.470164292793756
"298",0.13433265508393
"299",0.13433265508393
"300",0.13433265508393
"301",0
"302",0.223126413699798
"303",0.133875848219879
"304",0.0446252827399595
"305",0.133875848219879
"306",0.0446252827399595
"307",0.0446252827399595
"308",0.178501130959838
"309",0.312376979179717
"310",0.089250565479919
"311",0.089250565479919
"312",0.089250565479919
"313",0
"314",0.315590988269528
"315",0.189354592961717
"316",0.0631181976539057
"317",0.189354592961717
"318",0.0631181976539057
"319",0.0631181976539057
"320",0.252472790615623
"321",0.44182738357734
"322",0.126236395307811
"323",0.126236395307811
"324",0.126236395307811
"325",0
"326",0.317693767565723
"327",0.190616260539434
"328",0.0635387535131446
"329",0.190616260539434
"330",0.0635387535131446
"331",0.0635387535131446
"332",0.254155014052578
"333",0.444771274592012
"334",0.127077507026289
"335",0.127077507026289
"336",0.127077507026289
"337",0
"338",0.134105696139253
"339",0.080463417683552
"340",0.0268211392278507
"341",0.080463417683552
"342",0.0268211392278507
"343",0.0268211392278507
"344",0.107284556911403
"345",0.187747974594955
"346",0.0536422784557013
"347",0.0536422784557013
"348",0.0536422784557013
"349",0
"350",0.100749815495317
"351",0.0604498892971901
"352",0.0201499630990634
"353",0.0604498892971901
"354",0.0201499630990634
"355",0.0201499630990634
"356",0.0805998523962534
"357",0.141049741693443
"358",0.0402999261981267
"359",0.0402999261981267
"360",0.0402999261981267
"361",0
"362",0.0806540368115015
"363",0.0483924220869009
"364",0.0161308073623003
"365",0.0483924220869009
"366",0.0161308073623003
"367",0.0161308073623003
"368",0.0645232294492012
"369",0.112915651536102
"370",0.0322616147246006
"371",0.0322616147246006
"372",0.0322616147246006
"373",0
"374",0.0331577795416929
"375",0.0198946677250158
"376",0.00663155590833859
"377",0.0198946677250158
"378",0.00663155590833859
"379",0.00663155590833859
"380",0.0265262236333544
"381",0.0464208913583701
"382",0.0132631118166772
"383",0.0132631118166772
"384",0.0132631118166772
"385",0
"386",0.00773459264773885
"387",0.00464075558864331
"388",0.00154691852954777
"389",0.00464075558864331
"390",0.00154691852954777
"391",0.00154691852954777
"392",0.00618767411819108
"393",0.0108284297068344
"394",0.00309383705909554
"395",0.00309383705909554
"396",0.00309383705909554
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0
"403",0
"404",0
"405",0
"406",0
"407",0
"408",0
"409",0
"410",0
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",0
"423",0
"424",0
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0
"431",0
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0.00545833767171695
"447",0.00327500260303017
"448",0.00109166753434339
"449",0.00327500260303017
"450",0.00109166753434339
"451",0.00109166753434339
"452",0.00436667013737356
"453",0.00764167274040373
"454",0.00218333506868678
"455",0.00218333506868678
"456",0.00218333506868678
"457",0
"458",0.0177734131049243
"459",0.0106640478629546
"460",0.00355468262098486
"461",0.0106640478629546
"462",0.00355468262098486
"463",0.00355468262098486
"464",0.0142187304839394
"465",0.024882778346894
"466",0.00710936524196971
"467",0.00710936524196971
"468",0.00710936524196971
"469",0
"470",0.0425122356105455
"471",0.0255073413663273
"472",0.00850244712210909
"473",0.0255073413663273
"474",0.00850244712210909
"475",0.00850244712210909
"476",0.0340097884884364
"477",0.0595171298547637
"478",0.0170048942442182
"479",0.0170048942442182
"480",0.0170048942442182
"481",0
"482",0.0707547737691832
"483",0.0424528642615099
"484",0.0141509547538366
"485",0.0424528642615099
"486",0.0141509547538366
"487",0.0141509547538366
"488",0.0566038190153466
"489",0.0990566832768565
"490",0.0283019095076733
"491",0.0283019095076733
"492",0.0283019095076733
"493",0
"494",0.126437466630081
"495",0.0758624799780485
"496",0.0252874933260162
"497",0.0758624799780485
"498",0.0252874933260162
"499",0.0252874933260162
"500",0.101149973304065
"501",0.177012453282113
"502",0.0505749866520323
"503",0.0505749866520323
"504",0.0505749866520323
"505",0
"506",0.148150116921683
"507",0.0888900701530095
"508",0.0296300233843365
"509",0.0888900701530095
"510",0.0296300233843365
"511",0.0296300233843365
"512",0.118520093537346
"513",0.207410163690356
"514",0.059260046768673
"515",0.059260046768673
"516",0.059260046768673
"517",0
"518",0.153986923786707
"519",0.0923921542720239
"520",0.0307973847573413
"521",0.0923921542720239
"522",0.0307973847573413
"523",0.0307973847573413
"524",0.123189539029365
"525",0.215581693301389
"526",0.0615947695146826
"527",0.0615947695146826
"528",0.0615947695146826
"529",0
"530",0.319917310590796
"531",0.191950386354478
"532",0.0639834621181592
"533",0.191950386354478
"534",0.0639834621181592
"535",0.0639834621181592
"536",0.255933848472637
"537",0.447884234827114
"538",0.127966924236318
"539",0.127966924236318
"540",0.127966924236318
"541",0
"542",0.434141400070015
"543",0.260484840042009
"544",0.086828280014003
"545",0.260484840042009
"546",0.086828280014003
"547",0.086828280014003
"548",0.347313120056012
"549",0.607797960098021
"550",0.173656560028006
"551",0.173656560028006
"552",0.173656560028006
"553",0
"554",0.495611070650396
"555",0.297366642390237
"556",0.0991222141300791
"557",0.297366642390237
"558",0.0991222141300791
"559",0.0991222141300791
"560",0.396488856520316
"561",0.693855498910554
"562",0.198244428260158
"563",0.198244428260158
"564",0.198244428260158
"565",0
"566",0.429374490663793
"567",0.257624694398276
"568",0.0858748981327585
"569",0.257624694398276
"570",0.0858748981327585
"571",0.0858748981327585
"572",0.343499592531034
"573",0.60112428692931
"574",0.171749796265517
"575",0.171749796265517
"576",0.171749796265517
"577",0
"578",0.367104972042999
"579",0.220262983225799
"580",0.0734209944085997
"581",0.220262983225799
"582",0.0734209944085997
"583",0.0734209944085997
"584",0.293683977634399
"585",0.513946960860198
"586",0.146841988817199
"587",0.146841988817199
"588",0.146841988817199
"589",0
"590",0.363323849303413
"591",0.217994309582048
"592",0.0726647698606826
"593",0.217994309582048
"594",0.0726647698606826
"595",0.0726647698606826
"596",0.29065907944273
"597",0.508653389024778
"598",0.145329539721365
"599",0.145329539721365
"600",0.145329539721365
"601",0
"602",0.364373963798734
"603",0.21862437827924
"604",0.0728747927597468
"605",0.21862437827924
"606",0.0728747927597468
"607",0.0728747927597468
"608",0.291499171038987
"609",0.510123549318228
"610",0.145749585519494
"611",0.145749585519494
"612",0.145749585519494
"613",0
"614",0.426916060845775
"615",0.256149636507465
"616",0.0853832121691549
"617",0.256149636507465
"618",0.0853832121691549
"619",0.0853832121691549
"620",0.34153284867662
"621",0.597682485184085
"622",0.17076642433831
"623",0.17076642433831
"624",0.17076642433831
"625",0
"626",0.448959879783071
"627",0.269375927869843
"628",0.0897919759566142
"629",0.269375927869843
"630",0.0897919759566142
"631",0.0897919759566142
"632",0.359167903826457
"633",0.628543831696299
"634",0.179583951913228
"635",0.179583951913228
"636",0.179583951913228
"637",0
"638",0.350180154021589
"639",0.210108092412953
"640",0.0700360308043178
"641",0.210108092412953
"642",0.0700360308043178
"643",0.0700360308043178
"644",0.280144123217271
"645",0.490252215630224
"646",0.140072061608636
"647",0.140072061608636
"648",0.140072061608636
"649",0
"650",0.121786996025115
"651",0.073072197615069
"652",0.024357399205023
"653",0.073072197615069
"654",0.024357399205023
"655",0.024357399205023
"656",0.097429596820092
"657",0.170501794435161
"658",0.048714798410046
"659",0.048714798410046
"660",0.048714798410046
"661",0
"662",0.0945716309377218
"663",0.0567429785626331
"664",0.0189143261875444
"665",0.0567429785626331
"666",0.0189143261875444
"667",0.0189143261875444
"668",0.0756573047501775
"669",0.132400283312811
"670",0.0378286523750887
"671",0.0378286523750887
"672",0.0378286523750887
"673",0
"674",0.0553118752558042
"675",0.0331871251534825
"676",0.0110623750511608
"677",0.0331871251534825
"678",0.0110623750511608
"679",0.0110623750511608
"680",0.0442495002046433
"681",0.0774366253581258
"682",0.0221247501023217
"683",0.0221247501023217
"684",0.0221247501023217
"685",0
"686",0.0158343925062191
"687",0.00950063550373146
"688",0.00316687850124382
"689",0.00950063550373146
"690",0.00316687850124382
"691",0.00316687850124382
"692",0.0126675140049753
"693",0.0221681495087067
"694",0.00633375700248764
"695",0.00633375700248764
"696",0.00633375700248764
"697",0
"698",0.0104408873290925
"699",0.00626453239745552
"700",0.00208817746581851
"701",0.00626453239745552
"702",0.00208817746581851
"703",0.00208817746581851
"704",0.00835270986327403
"705",0.0146172422607295
"706",0.00417635493163701
"707",0.00417635493163701
"708",0.00417635493163701
"709",0
"710",0
"711",0
"712",0
"713",0
"714",0
"715",0
"716",0
"717",0
"718",0
"719",0
"720",0
"721",0
"722",0.019976879022694
"723",0.0119861274136164
"724",0.0039953758045388
"725",0.0119861274136164
"726",0.0039953758045388
"727",0.0039953758045388
"728",0.0159815032181552
"729",0.0279676306317716
"730",0.00799075160907761
"731",0.00799075160907761
"732",0.00799075160907761
"733",0
"734",0.00767380289252103
"735",0.00460428173551262
"736",0.00153476057850421
"737",0.00460428173551262
"738",0.00153476057850421
"739",0.00153476057850421
"740",0.00613904231401682
"741",0.0107433240495294
"742",0.00306952115700841
"743",0.00306952115700841
"744",0.00306952115700841
"745",0
"746",0.0247184409558281
"747",0.0148310645734969
"748",0.00494368819116562
"749",0.0148310645734969
"750",0.00494368819116562
"751",0.00494368819116562
"752",0.0197747527646625
"753",0.0346058173381593
"754",0.00988737638233124
"755",0.00988737638233124
"756",0.00988737638233124
"757",0
"758",0.0122676878899833
"759",0.00736061273398996
"760",0.00245353757799665
"761",0.00736061273398996
"762",0.00245353757799665
"763",0.00245353757799665
"764",0.00981415031198662
"765",0.0171747630459766
"766",0.00490707515599331
"767",0.00490707515599331
"768",0.00490707515599331
"769",0
"770",0.0096582084036547
"771",0.00579492504219282
"772",0.00193164168073094
"773",0.00579492504219282
"774",0.00193164168073094
"775",0.00193164168073094
"776",0.00772656672292376
"777",0.0135214917651166
"778",0.00386328336146188
"779",0.00386328336146188
"780",0.00386328336146188
"781",0
"782",0
"783",0
"784",0
"785",0
"786",0
"787",0
"788",0
"789",0
"790",0
"791",0
"792",0
"793",0
"794",0.0123255337611624
"795",0.00739532025669743
"796",0.00246510675223248
"797",0.00739532025669743
"798",0.00246510675223248
"799",0.00246510675223248
"800",0.00986042700892991
"801",0.0172557472656273
"802",0.00493021350446496
"803",0.00493021350446496
"804",0.00493021350446496
"805",0
"806",0.0252263738966876
"807",0.0151358243380125
"808",0.00504527477933751
"809",0.0151358243380125
"810",0.00504527477933751
"811",0.00504527477933751
"812",0.0201810991173501
"813",0.0353169234553626
"814",0.010090549558675
"815",0.010090549558675
"816",0.010090549558675
"817",0
"818",0.0238891617729396
"819",0.0143334970637638
"820",0.00477783235458793
"821",0.0143334970637638
"822",0.00477783235458793
"823",0.00477783235458793
"824",0.0191113294183517
"825",0.0334448264821155
